Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.,Invoice Date,Submitted Date,Amount,Remarks (If any),DC Number,Original DC,, Overdue Days ,
2536-,2536-3592,3753,Metier Ampoule ,2536,3592,,18190103,25-Jun-19,01-Jul-19,"949,880.00",,,,,,
2592-,2592-3589,3754,Metier Plastic,2592,3589,,18190391,26-Jun-19,01-Jul-19,"1,407,042.00",,,,,,
2592-,2592-3591,3755,Metier Plastic,2592,3591,,18190391,26-Jun-19,01-Jul-19,"1,407,042.00",,,,,,
2592-,2592-3603,3756,Metier Plastic,2592,3603,,18190391,26-Jun-19,01-Jul-19,"1,407,042.00",,,,,,
2592-,2592-3585,3757,Metier Plastic,2592,3585,,18190390,25-Jun-19,01-Jul-19,"243,360.00",,,,,,
2592-,2592-3575,3758,Metier Plastic,2592,3575,,18190389,25-Jun-19,01-Jul-19,"895,752.00",,,,,,
2592-,2592-3576,3759,Metier Plastic,2592,3576,,18190389,25-Jun-19,01-Jul-19,"895,752.00",,,,,,
3687-,3687-3623,3760,Metier Ampoule ,3687,3623,,18190106,28-Jun-19,01-Jul-19,"295,636.00",,,,,,
2536-,2536-3621,3761,Metier Ampoule ,2536,3621,,18190105,28-Jun-19,01-Jul-19,"418,883.00",,,,,,
3275-,3275-3628,3762,Metier Ampoule ,3275,3628,,18190104,28-Jun-19,01-Jul-19,"1,108,809.00",,,,,,
2592-,2592-3627,3763,Metier Plastic,2592,3627,,18190394,28-Jun-19,01-Jul-19,"330,712.00",,,,,,
3806-,3806-3626,3764,Metier Plastic,3806,3626,,18190393,28-Jun-19,01-Jul-19,"78,010.00",,,,,,
3673-,3673-209,3765,Metier Impressions,3673,209,,18190635,28-Jun-19,01-Jul-19,"732,908.00",,,,,,
4906-,4906-3620,3766,Metier Impressions,4906,3620,,18190634,28-Jun-19,01-Jul-19,"53,317.00",,,,,,
4358-,4358-3619,3767,Metier Impressions,4358,3619,,18190633,28-Jun-19,01-Jul-19,"58,436.00",,,,,,
4510-,4510-1471,3768,Metier Impressions,4510,1471,,18190632,28-Jun-19,01-Jul-19,"403,734.00",,,,,,
3336-,3336-3613,3769,Metier Impressions,3336,3613,,18190631,27-Jun-19,01-Jul-19,"1,838,257.00",,,,,,
3336-,3336-3614,3770,Metier Impressions,3336,3614,,18190630,27-Jun-19,01-Jul-19,"305,946.00",,,,,,
3336-,3336-3615,3771,Metier Impressions,3336,3615,,18190629,27-Jun-19,01-Jul-19,"2,141,619.00",,,,,,
5278-,5278-1006,3772,Zahir Engineering,5278,1006,,103,29-Jun-19,01-Jul-19,"37,861.20",,,,,,
5278-,5278-1007,3773,Zahir Engineering,5278,1007,,192,29-Jun-19,01-Jul-19,"242,985.60",,,,,,
4753-2593,4753-1463,3774,Superline Marketing ,4753,1463,2593,INV-2258-18/19,28-Jun-19,02-Jul-19,"11,541.00",,,,,,
4837-2592,4837-1462,3775,Superline Marketing ,4837,1462,2592,INV-2259-18/19,28-Jun-19,02-Jul-19,"404,024.00",,,,,,
3668-,3668-204,3776,Iftikhar International,3668,204,,M/804,24-Jun-19,02-Jul-19,"117,410.00",,,,,,
3673-,3673-210,3777,Metier Impressions,3673,210,,18190636,29-Jun-19,02-Jul-19,"243,536.00",,,,,,
3673-,3673-3632,3778,Metier Impressions,3673,3632,,18190636,29-Jun-19,02-Jul-19,"243,536.00",,,,,,
3808-,3808-3631,3779,Metier Impressions,3808,3631,,18190637,29-Jun-19,02-Jul-19,"41,135.00",,,,,,
4821-,4821-3629,3780,Metier Impressions,4821,3629,,18190639,29-Jun-19,02-Jul-19,"147,912.00",,,,,,
3808-,3808-3630,3781,Metier Impressions,3808,3630,,18190638,29-Jun-19,02-Jul-19,"224,639.00",,,,,,
4154-2614,4154-,3782,Pakistan Oxygen ,4154,,2614,371524201,24-Jun-19,02-Jul-19,"23,986.17",,,,,,
4154-2569,4154-1445,3783,Pakistan Oxygen ,4154,1445,2569,371524201,24-Jun-19,02-Jul-19,"23,986.17",,,,,,
5243-,5243-1014,3784,Advance Engineering Group,5243,1014,,2453,01-Jun-19,02-Jul-19,"251,550.00",,,,,,
3695-3311,3695-3577,3785,Ghani Glass,3695,3577,3311,PH21906001344,24-Jun-19,02-Jul-19,"437,258.25",,,,,,
3668-,3668-208,3786,Iftikhar International,3668,208,,M/816,27-Jun-19,04-Jul-19,"84,240.00",,,,,,
5174-,5174-3552,3787,Arochem,5174,3552,,AE-1112-1819,21-Jun-19,04-Jul-19,"87,750.00",,,,,,
2693-,2693-3580,3788,Gelcaps Pakistan,2693,3580,,34092,25-Jun-19,04-Jul-19,"205,065.00",,,,,,
4657-3312,4657-3581,3789,Gelcaps Pakistan,4657,3581,3312,34091,25-Jun-19,04-Jul-19,"781,200.00",,,,,,
5246-2603,5246-1469,3790,Industrad,5246,1469,2603,672,28-Jun-19,04-Jul-19,"6,224.00",Commerical Invoice,,,,,
5251-,5251-3573,3791,Brothers Enterprises,5251,3573,,94651,26-Jun-19,04-Jul-19,"3,136,320.00",,,,,,
5251-,5251-3609,3792,Brothers Enterprises,5251,3609,,94651,26-Jun-19,04-Jul-19,"3,136,320.00",,,,,,
5297-,5297-3625,3793,Brothers Enterprises,5297,3625,,94772,28-Jun-19,04-Jul-19,"1,568,160.00",,,,,,
4805-,4805-74,3794,Brothers Enterprises,4805,74,,94714,27-Jun-19,04-Jul-19,"4,943.00",,,,,,
3695-,3695-3616,3795,Ghani Glass,3695,3616,,PH21906001595,27-Jun-19,04-Jul-19,"437,258.25",,,,,,
4556-2578,4556-1453,3796,Javed Chemical ,4556,1453,2578,21226,25-Jun-19,04-Jul-19,"21,060.00",,,,,,
4804-,4804-1281,3797,Javed Chemical ,4804,1281,,21247,22-Apr-19,04-Jul-19,"17,550.00",,,,,,
5143-,5143-3579,3798,Javed Chemical ,5143,3579,,21225,25-Jun-19,04-Jul-19,"526,500.00",,,,,,
3695-,3695-3634,3799,Ghani Glass,3695,3634,,PH22007000017,01-Jul-19,04-Jul-19,"437,258.25",,,,,,
5029-3170,5029-3316,3800,SWS Pvt Ltd,5029,3316,3170,1799/06/2019,22-May-19,04-Jul-19,"115,304.00",,,,,,
3664-,3664-158,3801,SWS Pvt Ltd,3664,158,,1795/06/2019,12-Jun-19,04-Jul-19,"47,736.00",,,,,,
3664-,3664-174,3802,SWS Pvt Ltd,3664,174,,1796/06/2019,12-Jun-19,04-Jul-19,"572,832.00",,,,,,
5117-,5117-203,3803,SWS Pvt Ltd,5117,203,,1794/06/2019,13-Jun-19,04-Jul-19,"274,482.00",,,,,,
5211-2620,5211-1479,3804,Javed Chemical ,5211,1479,2620,21242,02-Jul-19,04-Jul-19,"93,190.50",,,,,,
5029-343,5029-194,3805,SWS Pvt Ltd,5029,194,343,1766/05/2019,15-May-19,04-Jul-19,"22,913.00",,,,,,
4760-1051,4760-1004,3806,JES Instrumentation & Controls,4760,1004,1051,043,28-Jun-19,04-Jul-19,"162,396.00",,,,,,
5017-2593,5017-1457,3807,Pakistan Oxygen ,5017,1457,2593,371524202,25-Jun-19,04-Jul-19,"30,081.05",,,,,,
5017-2638,5017-,3808,Pakistan Oxygen ,5017,,2638,371524202,25-Jun-19,04-Jul-19,"30,081.05",Services,,,,,
3695-,3695-3695,3809,Ghani Glass,3695,3695,,PH21906001596,27-Jun-19,04-Jul-19,"437,258.25",,,,,,
5198-2608,5198-1474,3810,Kamtec International,5198,1474,2608,10191,29-Jun-19,04-Jul-19,"40,000.00",,,,,,
5221-,5221-3587,3811,Sogo Corporation ,5221,3587,,SC-104937,26-Jun-19,04-Jul-19,"176,377.50",,,,,,
4982-,4982-3540,3812,Sogo Corporation ,4982,3540,,SC-104924,20-Jun-19,04-Jul-19,"78,407.55",,,,,,
5221-,5221-3588,3813,Sogo Corporation ,5221,3588,,SC-104938,26-Jun-19,04-Jul-19,"42,307.20",,,,,,
4682-2516,4682-1410,3814,Pak Gases,4682,1410,2516,4680,15-Jun-19,08-Jul-19,"1,695.50",Orignal Invoice,,,,,
5001-3320,5001-3539,3815,Rafhan Maize,5001,3539,3320,7210420006,18-Jun-19,08-Jul-19,"222,400.00",,,,,,
5050-2616,5050-1476,3816,Pak Gases,5050,1476,2616,2426,01-Jul-19,08-Jul-19,"21,223.80",,,,,,
1586-,1586-3650,3817,Martin Dow,1586,3650,,9200008135,04-Jul-19,08-Jul-19,"702,000.00",,,,,,
4900-,4900-Advance,3818,M. S Engineering,4900,Advance,,S 000045,02-Jul-19,08-Jul-19,"545,097.88",,,,,,
5274-2640,5274-,3819,Kamtec International,5274,,2640,10193,04-Jul-19,08-Jul-19,"30,000.00",,,,,,
5236-1076,5236-1030,3820,Wadittar Engineering ,5236,1030,1076,1268,04-Jul-19,08-Jul-19,"11,500.00",,,,,,
5274-2639,5274-1491,3821,Kamtec International,5274,1491,2639,10192,04-Jul-19,08-Jul-19,"48,000.00",,,,,,
4229-2627,4229-,3822,Allied Rental Modaraba,4229,,2627,SINV-012236,18-Jun-19,08-Jul-19,"400,000.00",,,,,,
2388-2636,2388-,3823,Telecom Engineering Company,2388,,2636,TEC/SST-1/2018/2019,02-Jul-19,08-Jul-19,"49,500.00",,,,,,
5067-1061,5067-1015,3824,A. G. Associates,5067,1015,1061,3046,01-Jul-19,08-Jul-19,"12,000.00",,,,,,
5237-2641,5237-,3825,Wadittar Engineering ,5237,,2641,1267,04-Jul-19,08-Jul-19,"29,500.00",,,,,,
5237-2642,5237-,3826,Wadittar Engineering ,5237,,2642,1267,04-Jul-19,08-Jul-19,"6,000.00",,,,,,
5239-1077,5239-1031,3827,Wadittar Engineering ,5239,1031,1077,1266,04-Jul-19,08-Jul-19,"68,500.00",,,,,,
4322-1078,4322-1032,3828,Wadittar Engineering ,4322,1032,1078,1264,04-Jul-19,08-Jul-19,"35,000.00",,,,,,
5377-,5377-3665,3829,Martin Dow,5377,3665,,9200008145,04-Jul-19,08-Jul-19,"315,900.00",,,,,,
4072-2649,4072-,3830,UCP Pakistan,4072,,2649,UCP/BP/2019070201,02-Jul-19,08-Jul-19,"31,000.00",,,,,,
5386-,5386-3653,3831,Maya Corporation,5386,3653,,6122,04-Jul-19,08-Jul-19,"585,000.00",,,,,,
5390-2644,5390-,3832,WasteLand,5390,,2644,WASTELAND/INV/20190051,15-Jun-19,08-Jul-19,"96,163.00",,,,,,
3809-,3809-1496,3833,Metier Impressions,3809,1496,,19200007,04-Jul-19,08-Jul-19,"221,832.00",,,,,,
4881-,4881-3663,3834,Metier Impressions,4881,3663,,19200009,04-Jul-19,08-Jul-19,"122,902.00",,,,,,
4881-,4881-3664,3835,Metier Impressions,4881,3664,,19200009,04-Jul-19,08-Jul-19,"122,902.00",,,,,,
1707-,1707-1497,3836,Metier Impressions,1707,1497,,19200008,04-Jul-19,08-Jul-19,"175,574.00",,,,,,
4881-,4881-3661,3837,Metier Impressions,4881,3661,,19200010,04-Jul-19,08-Jul-19,"220,365.00",,,,,,
4881-,4881-3662,3838,Metier Impressions,4881,3662,,19200010,04-Jul-19,08-Jul-19,"220,365.00",,,,,,
2592-,2592-3646,3839,Metier Plastic,2592,3646,,19200001,03-Jul-19,08-Jul-19,"815,490.00",,,,,,
2592-,2592-3647,3840,Metier Plastic,2592,3647,,19200001,03-Jul-19,08-Jul-19,"815,490.00",,,,,,
4820-,4820-3657,3841,Metier Plastic,4820,3657,,19200002,04-Jul-19,08-Jul-19,"196,560.00",,,,,,
2592-,2592-3658,3842,Metier Plastic,2592,3658,,19200003,04-Jul-19,08-Jul-19,"284,310.00",,,,,,
3806-,3806-3660,3843,Metier Plastic,3806,3660,,19200004,04-Jul-19,08-Jul-19,"35,100.00",,,,,,
4510-,4510-1488,3844,Metier Impressions,4510,1488,,19200006,03-Jul-19,08-Jul-19,"403,919.00",,,,,,
3808-,3808-3641,3845,Metier Impressions,3808,3641,,19200005,03-Jul-19,08-Jul-19,"272,609.00",,,,,,
3681-,3681-3642,3846,Metier Impressions,3681,3642,,19200004,03-Jul-19,08-Jul-19,"929,565.00",,,,,,
3681-,3681-3643,3847,Metier Impressions,3681,3643,,19200004,03-Jul-19,08-Jul-19,"929,565.00",,,,,,
3808-,3808-211,3848,Metier Impressions,3808,211,,19200003,03-Jul-19,08-Jul-19,"452,765.00",,,,,,
3808-,3808-3648,3849,Metier Impressions,3808,3648,,19200003,03-Jul-19,08-Jul-19,"452,765.00",,,,,,
4821-,4821-3644,3850,Metier Impressions,4821,3644,,19200002,03-Jul-19,08-Jul-19,"54,722.00",,,,,,
5000-,5000-3645,3851,Metier Impressions,5000,3645,,19200001,03-Jul-19,08-Jul-19,"51,577.00",,,,,,
3044-3313,3044-3457,3852,Mak Kemikal,3044,3457,3313,BMK-1908,18-Jun-19,08-Jul-19,"100,912.50",,,,,,
3695-,3695-3651,3853,Ghani Glass,3695,3651,,PH22007000148,03-Jul-19,08-Jul-19,"437,258.25",,,,,,
4805-,4805-74,3854,Brothers Enterprises,4805,74,,94714,27-Jun-19,08-Jul-19,"4,943.00",Orignal Invoice,,,,,
5297-,5297-3625,3855,Brothers Enterprises,5297,3625,,94772,28-Jun-19,08-Jul-19,"1,568,160.00",Orignal Invoice,,,,,
5251-,5251-3573,3856,Brothers Enterprises,5251,3573,,94651,26-Jun-19,08-Jul-19,"3,136,320.00",Orignal Invoice,,,,,
5251-,5251-3609,3857,Brothers Enterprises,5251,3609,,94651,26-Jun-19,08-Jul-19,"3,136,320.00",Orignal Invoice,,,,,
5173-,5173-3541,3858,Brothers Enterprises,5173,3541,,94533,20-Jun-19,08-Jul-19,"41,828.00",Orignal Invoice,,,,,
5173-,5173-3543,3859,Brothers Enterprises,5173,3543,,94531,20-Jun-19,08-Jul-19,"17,550.00",Orignal Invoice,,,,,
4186-,4186-3542,3860,Brothers Enterprises,4186,3542,,94532,20-Jun-19,08-Jul-19,"26,325.00",Orignal Invoice,,,,,
5246-2603,5246-1469,3861,Industrad,5246,1469,2603,672,28-Jun-19,09-Jul-19,"6,224.00",Orignal Invoice,,,,,
627-2662,627-,3862,Limton Innovative Systems,627,,2662,S06-000316,15-Jan-19,10-Jul-19,"5,650.00",,,,,,
5317-,5317-Advance,3863,LIMTON CUSTOMER CARE,5317,Advance,,S06-892/893,28-Jun-19,09-Jul-19,"228,825.00",Annual Contract,,,,,
3805-,3805-2843,3864,Metier Impressions,3805,2843,,19050002,31-May-19,11-Jul-19,"79,120.00",Credit Note,,,,,
3805-,3805-2843,3865,Metier Impressions,3805,2843,,18190453,03-Apr-19,11-Jul-19,"79,120.00",,,,,,
5083-Chowrangi,5083-,3866,Asad Water,5083,,Chowrangi,5083,01-May-19,11-Jul-19,"32,400.00",Chowrangi,,,,,
5081-2668,5081-,3867,Urba Marker ,5081,,2668,BR1812,16-Apr-19,11-Jul-19,"38,250.00",,,,,,
5122-2670,5122-,3868,Ghulam Muhammad Sons,5122,,2670,241,01-Jul-19,11-Jul-19,"20,340.00",,,,,,
4343-2667,4343-,3869,Suzuki South,4343,,2667,23045,28-Feb-19,11-Jul-19,"2,500.00",credit invoice,,,,,
5134-2664,5134-,3870,Unus Engineering,5134,,2664,UE/003/BP,08-Jul-19,11-Jul-19,"100,000.00",,,,,,
3842-2672,3842-,3871,SASA Engineering,3842,,2672,CBS-0100/18,04-Jul-19,11-Jul-19,"54,805.00",,,,,,
179-2673,179-,3872,Cyber Engineering,179,,2673,CECS-1001,15-Jun-19,11-Jul-19,"216,000.00",,,,,,
3695-,3695-3692,3873,Ghani Glass ,3695,3692,,PH22007000344,08-Jul-19,11-Jul-19,"437,258.25",,,,,,
5394-,5394-3654,3874,ICI Pakistan,5394,3654,,70457996,04-Jul-19,11-Jul-19,"515,923.20",,,,,,
5328-,5328-3726,3875,Metier Impressions,5328,3726,,19200023,10-Jul-19,11-Jul-19,"471,955.00",,,,,,
5158-,5158-3725,3876,Metier Impressions,5158,3725,,19200022,10-Jul-19,11-Jul-19,"377,564.00",,,,,,
1583-,1583-1514,3877,Metier Impressions,1583,1514,,19200021,10-Jul-19,11-Jul-19,"122,350.00",,,,,,
2592-,2592-3727,3878,Metier Plastic,2592,3727,,19200013,10-Jul-19,11-Jul-19,"585,000.00",,,,,,
5268-3405,5268-3679,3879,Ghani Glass ,5268,3679,3405,PH220007000268,05-Jul-19,11-Jul-19,"196,170.98",,,,,,
5211-,5211-1487,3880,Javed Chemical,5211,1487,,21249,04-Jul-19,11-Jul-19,"14,040.00",,,,,,
3695-,3695-3678,3881,Ghani Glass ,3695,3678,,PH220007000269,05-Jul-19,11-Jul-19,"276,930.23",,,,,,
4835-,4835-3696,3882,Metier Impressions,4835,3696,,19200017,08-Jul-19,11-Jul-19,"370,528.00",,,,,,
5328-,5328-3697,3883,Metier Impressions,5328,3697,,19200018,08-Jul-19,11-Jul-19,"172,275.00",,,,,,
3808-,3808-3699,3884,Metier Impressions,3808,3699,,19200019,08-Jul-19,11-Jul-19,"424,345.00",,,,,,
3808-,3808-3712,3885,Metier Impressions,3808,3712,,19200020,09-Jul-19,11-Jul-19,"280,244.48",,,,,,
720-,720-3677,3886,SWS Pvt Ltd,720,3677,,1808/07/2019,08-Jul-19,11-Jul-19,"142,366.00",,,,,,
3808-,3808-3669,3887,Metier Impressions,3808,3669,,19200011,05-Jul-19,11-Jul-19,"431,646.00",,,,,,
3808-,3808-3674,3888,Metier Impressions,3808,3674,,19200012,05-Jul-19,11-Jul-19,"377,690.00",,,,,,
3932-,3932-1500,3889,Metier Impressions,3932,1500,,19200013,05-Jul-19,11-Jul-19,"145,359.00",,,,,,
3808-,3808-3683,3890,Metier Impressions,3808,3683,,19200014,06-Jul-19,11-Jul-19,"1,667,831.00",,,,,,
5047-,5047-3682,3891,Metier Impressions,5047,3682,,19200015,06-Jul-19,11-Jul-19,"10,903.00",,,,,,
4142-,4142-3687,3892,Metier Impressions,4142,3687,,19200016,06-Jul-19,11-Jul-19,"286,433.00",,,,,,
2592-,2592-3666,3893,Metier Plastic,2592,3666 ,,19200005,05-Jul-19,11-Jul-19,"671,580.00",,,,,,
5330-,5330-3668,3894,Metier Plastic,5330,3668,,19200006,05-Jul-19,11-Jul-19,"52,650.00",,,,,,
2592-,2592-3667,3895,Metier Plastic,2592,3667 ,,19200005,05-Jul-19,11-Jul-19,"671,580.00",,,,,,
2592-,2592-3688,3896,Metier Plastic,2592,3688 ,,19200007,06-Jul-19,11-Jul-19,"470,340.00",,,,,,
5330-,5330-3686,3897,Metier Plastic,5330,3686,,19200008,06-Jul-19,11-Jul-19,"46,332.00",,,,,,
2592-,2592-3689,3898,Metier Plastic,2592,3689 ,,19200007,06-Jul-19,11-Jul-19,"470,340.00",,,,,,
5330-,5330-3693,3899,Metier Plastic,5330,3693 ,,19200009,08-Jul-19,11-Jul-19,"117,234.00",,,,,,
5330-,5330-3708,3900,Metier Plastic,5330,3708 ,,19200009,08-Jul-19,11-Jul-19,"117,234.00",,,,,,
2592-,2592-3694,3901,Metier Plastic,2592,3694 ,,19200010,08-Jul-19,11-Jul-19,"627,120.00",,,,,,
2592-,2592-3695,3902,Metier Plastic,2592,3695 ,,19200010,08-Jul-19,11-Jul-19,"627,120.00",,,,,,
2592-,2592-3713,3903,Metier Plastic,2592,3713 ,,19200011,09-Jul-19,11-Jul-19,"447,408.00",,,,,,
4820-,4820-3711,3904,Metier Plastic,4820,3711,,19200012,09-Jul-19,11-Jul-19,"196,560.00",,,,,,
3337-,3337-3673,3905,Metier Plastic,3337,3673,,19200003,05-Jul-19,11-Jul-19,"439,733.00",,,,,,
3687-,3687-3709,3906,Metier Ampoule ,3687,3709,,19200004,09-Jul-19,11-Jul-19,"535,660.00",,,,,,
3687-,3687-3710,3907,Metier Ampoule ,3687,3710,,19200005,09-Jul-19,11-Jul-19,"203,181.00",,,,,,
5238-,5238-1037,3908,Paradise Airconditioning ,5238,1037,,987,06-Jul-19,11-Jul-19,"140,000.00",,,,,,
5282-,5282-1036,3909,Paradise Airconditioning ,5282,1036,,988,06-Jul-19,11-Jul-19,"36,000.00",,,,,,
5280-,5280-1499,3910,Paradise Airconditioning ,5280,1499,,989,06-Jul-19,11-Jul-19,"130,000.00",,,,,,
4959-,4959-1489,3911,Lucky Cement,4959,1489,,91300662,24-Jun-19,11-Jul-19,"388,500.00",,,,,,
4379-,4379-1017,3912,Syscom International,4379,1017,,`003,08-Jul-19,11-Jul-19,"8,002.80",,,,,,
5254-,5254-1016,3913,Syscom International,5254,1016,,`004,08-Jul-19,11-Jul-19,"63,180.00",,,,,,
4961-,4961-3449,3914,Metier Impressions,4961,3449,,19060001,06-Jun-19,11-Jul-19,"7,607.00",Debit Note,,,,,
4961-,4961-,3915,Metier Impressions,4961,,,18190605,17-Jun-19,11-Jul-19,"61,010.00",,,,,,
5295-,5295-1478,3916,Atique Trader,5295,1478,,INV-93318,02-Jul-19,15-Jul-19,"12,601.00",,,,,,
2536-,2536-3698,3917,Metier Ampoule ,2536,3698,,19200002,05-Jul-19,15-Jul-19,"492,804.00",,,,,,
5234-,5234-3736,3918,Metier Impressions,5234,3736,,19200028,11-Jul-19,15-Jul-19,"27,151.00",,,,,,
4961-,4961-3735,3919,Metier Impressions,4961,3735,,19200027,11-Jul-19,15-Jul-19,"979,653.00",,,,,,
5328-,5328-3734,3920,Metier Impressions,5328,3734,,19200026,11-Jul-19,15-Jul-19,"250,107.00",,,,,,
5059-,5059-3738,3921,Metier Impressions,5059,3738,,19200025,11-Jul-19,15-Jul-19,"19,404.00",,,,,,
4949-,4949-3737,3922,Metier Impressions,4949,3737,,19200024,11-Jul-19,15-Jul-19,"27,047.00",,,,,,
2592-,2592-3732,3923,Metier Plastic,2592,3732,,19200014,11-Jul-19,15-Jul-19,"881,010.00",,,,,,
2592-,2592-3733,3924,Metier Plastic,2592,3733,,19200014,11-Jul-19,15-Jul-19,"881,010.00",,,,,,
5362-,5362-3703,3925,Standard Manufacturing,5362,3703,,21,03-Jul-19,15-Jul-19,"538,461.00",,,,,,
5273-,5273-1522,3926,A. G. Associates,5273,1522,,3051,11-Jul-19,15-Jul-19,"285,000.00",,,,,,
5451-,5451-1526,3927,Corporate Traders,5451,1526,,00015-19,11-Jul-19,15-Jul-19,"55,000.00",,,,,,
5316-,5316-1527,3928,Martin Dow,5316,1527,,9200008348,12-Jul-19,15-Jul-19,"205,920.00",,,,,,
3981-,3981-1504,3929,Haseen Habib,3981,1504,,HO-INV 108300,10-Jul-19,15-Jul-19,"175,500.00",,,,,,
4411-,4411-1519,3930,Paradise Airconditioning ,4411,1519,,992,07-Jul-19,15-Jul-19,"220,000.00",,,,,,
4680-,4680-1520,3931,Paradise Airconditioning ,4680,1520,,994,11-Jul-19,15-Jul-19,"53,000.00",,,,,,
4680-,4680-1049,3932,Paradise Airconditioning ,4680,1049,,994,11-Jul-19,15-Jul-19,"53,000.00",,,,,,
4680-,4680-1049,3933,Paradise Airconditioning ,4680,1049,,994,11-Jul-19,15-Jul-19,"53,000.00",,,,,,
4112-,4112-3728,3934,SWS Pvt Ltd,4112,3728,,1814/07/2019,11-Jul-19,15-Jul-19,"22,523.00",,,,,,
5057-,5057-3721,3935,SWS Pvt Ltd,5057,3721,,1813/07/2019,11-Jul-19,15-Jul-19,"22,113.00",,,,,,
5327-,5327-3722,3936,SWS Pvt Ltd,5327,3722,,1812/07/2019,11-Jul-19,15-Jul-19,"321,165.00",,,,,,
5186-,5186-3635,3937,Abdoolally & Moosabhoy,5186,3635,,19200024,09-Jul-19,15-Jul-19,"18,720.00",,,,,,
5025-,5025-1485,3938,Atique Trader,5025,1485,,INV-43250,03-Jul-19,15-Jul-19,"205,098.08",,,,,,
4884-,4884-3700,3939,Iftekhar International,4884,3700,,P/004,05-Jul-19,15-Jul-19,"70,677.00",,,,,,
4697-,4697-3671,3940,Iftekhar International,4697,3671,,P/005,05-Jul-19,15-Jul-19,"35,718.00",,,,,,
4884-,4884-3672,3941,Iftekhar International,4884,3672,,P/006,05-Jul-19,15-Jul-19,"71,323.00",,,,,,
4919-2486,4919-,3942,Iceland Air Conditioning,4919,,2486,396,30-Jun-19,15-Jul-19,"1,636,226.00",Sale Tax Invoice,,,,,
4874-2688,4874-,3943,High-Tech Engineering,4874,,2688,Broks,11-Jul-19,15-Jul-19,"16,000.00",,,,,,
5395-2699,5395-,3944,Fida Hussain & Associates,5395,,2699,0007,,15-Jul-19,"2,572,351.00",,,,,,
3842-2671,3842-,3945,SASA Engineering,3842,,2671,CBS-0100/18,04-Jul-19,11-Jul-19,"54,805.00",,,,,,
5078-Banglow,5078-,3946,Nestle Pakistan Ltd,5078,,Banglow,5078,30-Apr-19,15-Jul-19,"6,195.68",,,,,,
3359-Advance,3359-,3947,Pakistan Insultaion,3359,,Advance,1920002,08-Jul-19,15-Jul-19,"2,677,643.00",,,,,,
5393-2691,5393-,3948,Prime Engineering Services,5393,,2691,0023,11-Jul-19,15-Jul-19,"220,350.00",,,,,,
5396-2698,5396-,3949,Fida Hussain & Associates,5396,,2698,0005,23-Apr-19,15-Jul-19,"1,556,353.00",,,,,,
4900-Advance,4900-,3950,M.S Engineering,4900,,Advance,S 000045,02-Jul-19,15-Jul-19,"482,387.50",,,,,,
5387-Advance,5387-,3951,M.S Engineering,5387,,Advance,5387,09-Jul-19,15-Jul-19,"609,000.00",,,,,,
4227-1092,4227-1046,3952,So-Safe ,4227,1046,1092,053396,08-Jul-19,17-Jul-19,"27,504.00",,,,,,
4230-1079,4230-1033,3953,Wadittar Engineering ,4230,1033,1079,1265,15-Jul-19,17-Jul-19,"27,150.00",,,,,,
4692-1107,4692-1059,3954,A. G. Associates,4692,1059,1107,3038,12-Jul-19,17-Jul-19,"207,249.98",,,,,,
5375-1106,5375-1058,3955,A. G. Associates,5375,1058,1106,3048,12-Jul-19,17-Jul-19,"986,800.00",,,,,,
5090-1103,5090-1055,3956,Paradise Airconditioning ,5090,1055,1103,995,13-Jul-19,17-Jul-19,"118,000.00",,,,,,
5227-1101,5227-1053,3957,Paradise Airconditioning ,5227,1053,1101,993,13-Jul-19,17-Jul-19,"130,000.00",,,,,,
5158-3451,5158-3747,3958,Metier Impressions,5158,3747,3451,19200032,12-Jul-19,17-Jul-19,"186,713.00",,,,,,
4850-3450,4850-3744,3959,Metier Impressions,4850,3744,3450,19200031,12-Jul-19,17-Jul-19,"125,809.00",,,,,,
4109-,4109-3743,3960,Metier Impressions,4109,3743,,19200030,12-Jul-19,17-Jul-19,"25,242.00",,,,,,
4961-,4961-3745,3961,Metier Impressions,4961,3745,,19200029,12-Jul-19,17-Jul-19,"356,784.00",,,,,,
4961-,4961-3746,3962,Metier Impressions,4961,3746,,19200029,12-Jul-19,17-Jul-19,"356,784.00",,,,,,
2592-3448,2592-3741,3963,Metier Impressions,2592,3741,3448,19200015,12-Jul-19,17-Jul-19,"679,068.00",,,,,,
2592-3449,2592-3742,3964,Metier Impressions,2592,3742,3449,19200015,12-Jul-19,17-Jul-19,"679,068.00",,,,,,
5431-,5431-3752,3965,Metier Ampoule ,5431,3752,,19200006,09-Jul-19,17-Jul-19,"475,556.00",,,,,,
5060-2717,5060-1531,3966,Maxim Pakistan ,5060,1531,2717,07-745/1920,16-Jul-19,17-Jul-19,"696,150.00",,,,,,
5166-3390,5166-3670,3967,Reborn Industries ,5166,3670,3390,7,05-Jul-19,17-Jul-19,"110,565.00",,,,,,
5166-3423,5166-3707,3968,Reborn Industries ,5166,3707,3423,13,09-Jul-19,17-Jul-19,"38,861.00",,,,,,
5405-1102,5405-1054,3969,Mia Corporation,5405,1054,1102,MIA/2019/JUL/003,15-Jul-19,17-Jul-19,"18,720.00",,,,,,
