,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
107,10,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,16889,WQD202308129,586,131.3,13476,-,2023-08-08 00:00:00,2023-09-22 00:00:00,250,Kilogram,2023-09-25 00:00:00,Released,2023-09-25 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
108,11,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,"HENAN KANGDA PHARMACEUTICAL CO.,LTD",17244,23YK-PK-39,599,136.1,13720,-,2023-09-10 00:00:00,2023-10-27 00:00:00,380,Kilogram,2023-10-27 00:00:00,Released,2023-10-27 00:00:00,"HENAN KANGDA PHARMACEUTICAL CO.,LTD"
109,12,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,"HENAN KANGDA PHARMACEUTICAL CO.,LTD",17244,YK23081839,600,136.2,13721,-,2023-09-10 00:00:00,2023-10-27 00:00:00,120,Kilogram,2023-10-27 00:00:00,Released,2023-10-30 00:00:00,"HENAN KANGDA PHARMACEUTICAL CO.,LTD"
110,13,1002-00001-0000,CEFOTAXIME SODIUM STERILE,"HENAN KANGDA PHARMACEUTICAL CO.,LTD",17569,YK23100753,607,139.1,13845,-,2023-11-30 00:00:00,2023-11-17 00:00:00,60,Kilogram,2023-11-20 00:00:00,Released,2023-12-11 00:00:00,"HENAN KANGDA PHARMACEUTICAL CO.,LTD"
111,14,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,17009,WQD20231116,620,135.1,14018,-,2023-08-20 00:00:00,2023-12-07 00:00:00,150,Kilogram,2023-12-08 00:00:00,Released,2023-12-11 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
112,15,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,17009,WQD20231116,621,135.2,14020,-,2023-08-20 00:00:00,2023-12-07 00:00:00,250,Kilogram,2023-12-08 00:00:00,Released,2023-12-11 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
113,16,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,17009,WQD20231116,622,135.3,14021,-,2023-08-20 00:00:00,2023-12-07 00:00:00,100,Kilogram,2023-12-08 00:00:00,Released,2023-12-11 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
114,17,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,18006,WQD202401081,636,151.1,14353,-,2024-01-10 00:00:00,2024-01-26 00:00:00,250,Kilogram,2024-01-30 00:00:00,Released,2024-02-02 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
115,18,1002-00003-0000,CEFTRIAXONE SODIUM STERILE,SINOPHARM WEIQIDA PHARMACEUTICAL CO LTD,18006,WQD202401081,637,151.2,14354,-,2024-01-10 00:00:00,2024-01-26 00:00:00,50,Kilogram,2024-01-30 00:00:00,Released,2024-02-02 00:00:00,"SINOPHARM WEIQIDA PHARMACEUTICAL CO. ,LTD"
123,1,1004-00047-0000,FLAVOR POWDER ORANGE SD 001/748 C,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16036,,184,,12433,-,2023-01-27 00:00:00,2023-01-23 00:00:00,90,Grams,2023-01-30 00:00:00,Rejected Material,2023-02-02 00:00:00,
124,2,1001-00061-0000,MINOXIDIL,VPL CHEMICALS PVT LTD,16041,VPL/S000/22-23,185,152.1,12554,1.004,2023-02-28 00:00:00,2023-02-15 00:00:00,1.5,Kilogram,2023-02-18 00:00:00,Released,2023-03-03 00:00:00,VPL CHEMICALS PVT LTD
125,3,1001-00072-0000,PARACETAMOL FINE POWDER,PHARMAGEN LIMITED,16385,PL-KO/BRK/260/2023,186,153.1,12718,1.008,2023-03-31 00:00:00,2023-03-22 00:00:00,500,Grams,2023-03-27 00:00:00,Released,2023-04-07 00:00:00,PHARMAGEN LIMITED
126,4,1006-00066-0000,COATDRY 7500 AS ORANGE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,187,155.1,12915,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
127,5,1006-00066-0000,COATDRY 7500 AS ORANGE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,187,155.1,12915,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
128,6,1006-00066-0000,COATDRY 7500 AS ORANGE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,188,156.1,12916,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
129,7,1006-00066-0000,COATDRY 7500 AS ORANGE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,188,156.1,12916,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
130,8,1006-00067-0000,COATDRY 7500 AS WHITE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,189,157.1,12917,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
131,9,1006-00067-0000,COATDRY 7500 AS WHITE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,189,157.1,12917,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
132,10,1006-00067-0000,COATDRY 7500 AS WHITE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,190,157.2,12918,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
133,11,1006-00067-0000,COATDRY 7500 AS WHITE.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,190,157.2,12918,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
134,12,1006-00068-0000,COATDRY 7500 AS PINK.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,191,157.3,12919,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
135,13,1006-00068-0000,COATDRY 7500 AS PINK.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,191,157.3,12919,-,2023-05-16 00:00:00,2023-05-17 00:00:00,200,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
136,14,1006-00068-0000,COATDRY 7500 AS PINK.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,192,157.4,12920,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
137,15,1006-00068-0000,COATDRY 7500 AS PINK.,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16684,,192,157.4,12920,-,2023-05-16 00:00:00,2023-05-17 00:00:00,100,Grams,,Receiving Quarantine Lot,,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
138,16,1006-00069-0000,COATDRY 7500 AS ORANGE,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,193,158.1,13041,-,2023-06-12 00:00:00,2023-06-07 00:00:00,100,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
139,17,1006-00069-0000,COATDRY 7500 AS ORANGE,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,194,159.1,13042,-,2023-06-12 00:00:00,2023-06-07 00:00:00,200,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
140,18,1006-00071-0000,COATDRY 7500 AS PINK,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,195,162.1,13043,-,2023-06-12 00:00:00,2023-06-07 00:00:00,100,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
141,19,1006-00071-0000,COATDRY 7500 AS PINK,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,196,163.1,13044,-,2023-06-12 00:00:00,2023-06-07 00:00:00,200,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
142,20,1006-00070-0000,COATDRY 7500 AS WHITE,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,197,160.1,13045,-,2023-06-12 00:00:00,2023-06-07 00:00:00,100,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
143,21,1006-00070-0000,COATDRY 7500 AS WHITE,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED,16850,,198,161.1,13046,-,2023-06-12 00:00:00,2023-06-07 00:00:00,200,Grams,,Rejected Material,2023-07-10 00:00:00,ALLIED AXIOM CHEMICAL (PRIVATE) LIMITED
144,22,1001-00034-0000,ESOMEPRAZOLE PELLETS,SURGE LABORATORIES PRIVATE LIMITED,17733,124,199,165.1,13793,-,2023-11-10 00:00:00,2023-11-08 00:00:00,1,Kilogram,2023-11-13 00:00:00,Released,2024-01-10 00:00:00,SURGE LABORATORIES (PVT) LTD
145,23,1001-00046-0000,LACTULOSE LIQUID (67% W/V),BIOFAC A/S.,17897,PB051023,200,166.1,14099,-,2023-11-10 00:00:00,2023-12-15 00:00:00,2.5,Kilogram,2023-12-18 00:00:00,Released,2024-01-02 00:00:00,DANIPHARM A/S.
146,24,1001-00046-0000,LACTULOSE LIQUID (67% W/V),BIOFAC A/S.,17897,PB051023,201,166.2,14100,-,2023-11-10 00:00:00,2023-12-15 00:00:00,2.5,Kilogram,2023-12-18 00:00:00,Released,2024-01-02 00:00:00,DANIPHARM A/S.
147,25,1001-00072-0000,PARACETAMOL FINE POWDER,CARRYFOR PHARMACEUTICAL (PVT.) LIMITED,19479,,202,167.1,14322,1.007,2024-01-31 00:00:00,2024-01-22 00:00:00,0.2,Kilogram,2024-01-25 00:00:00,Released,2024-01-26 00:00:00,CARRYFOR PHAMRACEUTICAl
155,1,4157-00034-0000,AIR CONDITIONER OUTDOOR UNIT 4 TON,Irshad Sarwar,17481,183,5906,,,-,2023-09-26 00:00:00,2023-10-13 00:00:00,1,Numbers,,,,
156,2,4209-00124-0000,PIPE GALVANIZED STEEL KBG15 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,210,Metre,,,,
157,3,4209-00207-0000,SUSPENSION & HANGING SYSTEM - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,900,Kilogram,,,,
158,4,4209-00199-0000,SOFTWARE FOR BMS SYSTEM - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,1,Sets,,,,
159,5,4209-00102-0000,HVAC DUCTING WITH INSULATION SIZE: 1.2mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,240,Square Meter,,,,
160,6,4209-00072-0000,ELECTRICAL VOLUME CONTROL VALVE 630 x 300 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,24,Sets,,,,
161,7,4209-00177-0000,PRESSURE ADJUSTABLE ELECTRIC VOLUME CONTROL VALVE 800 x 400 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,3,Sets,,,,
162,8,4209-00167-0000,"PLC, SB BRAND: SIEMENS ( FOR BMS SYSTEM ) - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-15 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
163,9,4209-00187-0000,PURE STEAM GENERATOR MODEL: LCZ-400 (800KGS/HR) - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14455,Email Received,5926,,,-,2022-03-03 00:00:00,2023-10-17 00:00:00,1,Numbers,,,,
164,10,4209-00064-0000,DOOR INTERLOCK SYSTEM MODEL: TOUCH SERIES WITH DOOR FRAME - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,25,Sets,,,,
165,11,4209-00073-0000,ELECTRICAL VOLUME CONTROL VALVE 630 x 320 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,168,Sets,,,,
166,12,4209-00227-0000,"WINDOW THICK: 50mm, SIZE: 985 x 1200 DOUBLE VIEW GLASS THICK: 60mm TEMPERED GLASS - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,100,Sets,,,,
167,13,4209-00024-0000,"BREAKER MODEL: iC65N 29 C16A, BRAND: SCHNEIDER - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
168,14,4209-00255-0000,"LAMINAR FLOW UNIT MOC: SS-304 POWER: 380V 50HZ INNER DIMENSION: W2400 x D1200 x H1980MM CLEANLINESS GRADE: CLASS100 WITH PRE-FILTER, MID-FILTER & HEPA FILTER - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13923,Emial received,5915,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,15,Sets,,,,
169,15,4209-00240-0000,"EXHAUST UNIT 1-1 WITH MID-FILTER, AIR VOLUME = 4000CMH - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14627,Email Received,5921,,,-,2022-04-05 00:00:00,2023-10-17 00:00:00,3,Numbers,,,,
170,16,4209-00125-0000,PIPE GALVANIZED STEEL KBG20 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,200,Metre,,,,
171,17,4209-00168-0000,POWER SUPPLY 12V 2A - (NAL),TARIQ HASAN SIDDIQUI -CASH PURCHASES,17171,34,5793,,,-,2023-07-31 00:00:00,2023-08-28 00:00:00,1,Numbers,,,,
172,18,4209-00009-0000,AMPOULE LEAK STERILIZER MODEL: AM-1.5M3 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14558,Email Received,5925,,,-,2022-03-22 00:00:00,2023-10-17 00:00:00,7,Sets,,,,
173,19,4209-00097-0000,"HUMIDITY AND TEMPERATURE SENSOR MODEL: SCTHW, BRAND: HONEYWELL - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
174,20,4209-00101-0000,HVAC DUCTING WITH INSULATION SIZE: 1.0mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,390,Square Meter,,,,
175,21,4204-00086-0000,AIR CONDITIONING AIR COOLED PACKAGE 15/16 TONS 6000 CFM,PETAL ENGINEERING (PVT) LTD,13384,102,5424,,,-,2021-12-17 00:00:00,2023-02-14 00:00:00,1,Numbers,,,,
176,22,4209-00110-0000,MANUAL VOLUME CONTROL VALVE 630 x 320 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,39,Sets,,,,
177,23,4209-00077-0000,EMERGENCY SIGN LIGHT 40W (BOTH SIDE) - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,54,Sets,,,,
178,24,4209-00113-0000,"NOISE REDUCER MODEL: ZP-100, 600 x 320 - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,Email Received,5922,,,-,2022-04-25 00:00:00,2023-10-17 00:00:00,13,Sets,,,,
179,25,4209-00113-0000,"NOISE REDUCER MODEL: ZP-100, 600 x 320 - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,39,Sets,,,,
180,26,4209-00175-0000,PRESSURE ADJUSTABLE ELECTRIC VOLUME CONTROL VALVE 500 x 250 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,21,Sets,,,,
181,27,4209-00212-0000,"SWITCH ON/OFF 10A, 250V, 2 GANG 1 WAY - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,24,Sets,,,,
182,28,4205-00014-0000,LAPTOP,PAKO COMPUTERS,16107,30003,5403,,,-,2023-02-06 00:00:00,2023-02-06 00:00:00,1,Numbers,,,,
183,29,4209-00034-0000,CABLE COPPER FIREPROOF 2.5mm BVR-0.75KV - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,211,Metre,,,,
184,30,4209-00062-0000,DOOR CLOSER WITH STANDARD ARM MODEL: DORMA TS-68 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,86,Sets,,,,
185,31,4201-00016-0000,AIR BORNE PARTICLE COUNTER PORTABLE,INS-TECH,16434,,5522,,,-,2022-12-21 00:00:00,2023-03-31 00:00:00,1,Numbers,,,,
186,32,4209-00032-0000,CABLE AND OTHERS SPARE PARTS - BMS DISPLAY - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,7,Sets,,,,
187,33,4209-00109-0000,MANUAL VOLUME CONTROL VALVE 400 x 320 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,78,Sets,,,,
188,34,4209-00065-0000,DOOR SINGLE 1060 x 2100 ( CLEAN ROOM ) - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,15,Sets,,,,
189,35,4205-00070-0000,PRINTER MODEL: WH-4008A32(232) FOR AUTOCLAVE,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,Email Received,5920,,,-,2022-12-09 00:00:00,2023-10-17 00:00:00,1,Numbers,,,,
190,36,4205-00070-0000,PRINTER MODEL: WH-4008A32(232) FOR AUTOCLAVE,"SHANGHAI YIZHONG MACHINERY CO., LTD.",16713,Email Received,5920,,,-,2022-12-09 00:00:00,2023-10-17 00:00:00,1,Numbers,,,,
191,37,4209-00129-0000,PIPE GALVANIZED STEEL KGB70 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,50,Metre,,,,
192,38,4157-00002-0000,SPLIT AIR CONDITION 1.5 TON,JUNAGADH ELECTRONICS,17051,,5751,,,-,2023-07-18 00:00:00,2023-08-03 00:00:00,3,Numbers,,,,
193,39,4209-00250-0000,"AIR HANDLING UNIT - WITHOUT MIDDLE FILTER AND HEPA S.P = 800PA FLOW RATE 14600 CMH, COOLING CAPACITY 57KW - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14627,Email Received,5921,,,-,2022-04-05 00:00:00,2023-10-17 00:00:00,3,Numbers,,,,
194,40,4209-00099-0000,HVAC DUCTING WITH INSULATION SIZE: 0.75mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,Email Received,5922,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,342,Square Meter,,,,
195,41,4209-00099-0000,HVAC DUCTING WITH INSULATION SIZE: 0.75mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,600,Square Meter,,,,
196,42,4209-00172-0000,PRESSURE ADJUSTABLE ELECTRIC VOLUME CONTROL VALVE 200 x 120 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,36,Sets,,,,
197,43,4209-00268-0000,AMPOULE BLISTER AND CARTONING MACHINE MODEL: DPP 260K-ZH120 - (NAL),"SHANGHAI YIZHONG MACHINERY CO., LTD.",16366,SJE-17111301,5490,,,-,2023-03-15 00:00:00,2023-03-16 00:00:00,1,Sets,,,,
198,44,4209-00184-0000,PROFILE CEILING PANEL. ALUMINIUM COVING WITH BASE - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14626,SYZ-220210001-1,5374,,,-,2022-04-05 00:00:00,2023-01-26 00:00:00,1366,Square Meter,,,,
199,45,4209-00184-0000,PROFILE CEILING PANEL. ALUMINIUM COVING WITH BASE - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,2820,Square Meter,,,,
200,46,4209-00056-0000,COOLING TOWER MODEL: LYN-700 (350 x 2) - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14454,Email Received,5927,,,-,2022-03-03 00:00:00,2023-10-17 00:00:00,1,Numbers,,,,
201,47,4201-00027-0000,MOISTURE ANALYZER MODEL: MS110 MS SERIES (ACCURIS INSTRUMENTS),SENTEC TECHNOLOGIES,16990,7010222,5754,,,-,2023-07-13 00:00:00,2023-08-04 00:00:00,1,Numbers,,,,
202,48,4209-00048-0000,CHANGE PARTS OF AMPOULE COMPACT LINE - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,Email received.,5918,,,-,2022-03-22 00:00:00,2023-10-17 00:00:00,4,Sets,,,,
203,49,4205-00043-0000,SERVER RACK MOUNT HP DL-380,JCM ENTERPRISE,17899,JCM-DO-667,6053,,,-,2023-11-20 00:00:00,2023-12-05 00:00:00,1,Numbers,,,,
204,50,4209-00100-0000,HVAC DUCTING WITH INSULATION SIZE: 0.8mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,1800,Square Meter,,,,
205,51,4209-00059-0000,MAKING CUTOUTS FOR LIGHT FIXTURE ON CEILING AND FIXING OF C-CAPING - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14626,SYZ-220210001-1,5374,,,-,2022-04-05 00:00:00,2023-01-26 00:00:00,241,Sets,,,,
206,52,4209-00059-0000,MAKING CUTOUTS FOR LIGHT FIXTURE ON CEILING AND FIXING OF C-CAPING - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,741,Sets,,,,
207,53,4209-00114-0000,ONLINE FILLING SYSTEM FOR AMPOULE COMPACT LINE  - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14457,Email Received,5924,,,-,2022-03-03 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
208,54,4209-00183-0000,"PRESSURE SENSOR MODEL: DPT, BRAND: HONEYWELL - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,112,Numbers,,,,
209,55,4209-00210-0000,"SWITCH ON/OFF 10A, 250V, 1 GANG 2 WAY - (NAL)",SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14450,Email Received,5929,,,-,2022-03-02 00:00:00,2023-10-17 00:00:00,2,Sets,,,,
210,56,4209-00068-0000,DOUBLE DOORS - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,Email received.,5918,,,-,2022-03-22 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
211,57,4209-00209-0000,SWITCH MODEL: NES-250-24 - TAIWAN - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14624,Email Received,5923,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,7,Numbers,,,,
212,58,4209-00001-0000,ABSOBTION CHILLER MODEL: LDF-151N2ST - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14453,Email Received,5928,,,-,2022-03-03 00:00:00,2023-10-17 00:00:00,1,Numbers,,,,
213,59,4209-00231-0000,AMPOULE WASHING MACHINE HEAT EXCHANGER - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14447,Email received.,5918,,,-,2022-03-22 00:00:00,2023-10-17 00:00:00,17,Numbers,,,,
214,60,4209-00067-0000,DOOR SINGLE 760 x 2100 ( CLEAN ROOM ) - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13924,Email received.,5916,,,-,2022-02-18 00:00:00,2023-10-17 00:00:00,23,Sets,,,,
215,61,4209-00087-0000,FIRE REDUCER FOR SA & RA DUCT FD 630 x 320 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,Email Received,5922,,,-,2022-04-25 00:00:00,2023-10-17 00:00:00,50,Sets,,,,
216,62,4209-00087-0000,FIRE REDUCER FOR SA & RA DUCT FD 630 x 320 - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,159,Sets,,,,
217,63,4209-00098-0000,HVAC DUCTING WITH INSULATION SIZE: 0.5mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,14623,Email Received,5922,,,-,2022-04-20 00:00:00,2023-10-17 00:00:00,674,Square Meter,,,,
218,64,4209-00098-0000,HVAC DUCTING WITH INSULATION SIZE: 0.5mm - (NAL),SHANGHAI AITOMU MACHINERY CO. LIMITED CHINA,13925,Email received.,5917,,,-,2022-02-21 00:00:00,2023-10-17 00:00:00,240,Square Meter,,,,
