Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,6409,,17,Quality Control (Common),1768,4/12/2018,6406-00013-0000,USP REFERENCE STANDARDS OMEPRAZOLE RELATED COMPOUND A,NOS,1,27/11/18,,USP DISINTEGRATING PREDNISONE 30 TABLETS
APPROVED,6409,,15,Quality Control (Common),1768,4/12/2018,6406-00021-0000,USP REFERENCE STANDARDS GLIMEPIRIDE RELATED COMPOUND B,NOS,1,27/11/18,,USP DISINTEGRATING PREDNISONE 30 TABLETS
APPROVED,4727,,9,Quality Control (Common),1091,18/09/18,6406-00025-0000,USP REFERENCE STANDARDS CEFEPIME RELATED COMPUND D,NOS,1,25/09/18,,USP REFERENCE STANDARD CLARITHROMYCIN IDENTITY 
APPROVED,28457,,3,"Health, Safety And Environment (Common)",6687,7/9/2023,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,3,24/07/23,,REFILLING OF FIRE EXTINGUISHER
APPROVED,28457,,4,"Health, Safety And Environment (Common)",6687,7/9/2023,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,35,24/07/23,,REFILLING OF FIRE EXTINGUISHER
APPROVED,5968,,2,Admin Common,1520,5/11/2018,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,15,8/11/2018,,ARRANGED REFILLING OF FIRE EXTINGUISHER AT BROOKES.
APPROVED,1216,,1,Admin Common,361,12/6/2018,7001-00018-0000,FIRE EXTINGUISHER,NOS,20,19/06/18,,REQUIRED NEW FIRE EXTINGUISHER FOR 30K LOGISTICS 
APPROVED,,,1,,7127,11/1/2024,1110-00003-1001,MOULDED CLEAR GLASS VIAL 300ml - Common Material,NOS,"15,000.00",10/4/2024,Mumtaz,
APPROVED,6008,,1,Sterile (Common),1515,2/11/2018,6102-00052-0000,BOX FILE PLASTIC IMPORTED,NOS,10,9/11/2018,,For cephalosporin area
APPROVED,19315,,36,,5170,15/03/21,6102-00057-0000,Jacket Folder,NOS,101,15/03/21,,
APPROVED,29022,,29,Canteen,6986,28/11/23,6351-00001-0000,MILK FRESH,LTR,57,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29186,,32,Canteen,6857,28/11/23,6351-00001-0000,MILK FRESH,LTR,70,25/10/23,,CASH PURCHASED FOR CANTEEN FROM 12-10-2023 TILL 17-10-2023. 
APPROVED,28727,,433,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,431,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,438,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,443,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,90,21/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,411,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,60,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,365,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,65,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,373,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,70,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,353,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,20,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,375,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,85,1/6/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,317,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,12,1/6/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,308,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,1/6/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,321,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,318,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,361,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,60,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,332,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,349,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,20,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26807,,33,Canteen,6100,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,29/12/22,,CASH PURCHASED FOR CANTEEN FROM 13-12-2022 TILL 17-12-2022. 
APPROVED,26435,,50,Canteen,6086,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,26435,,47,Canteen,6086,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,26766,,53,Canteen,6097,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,26766,,54,Canteen,6097,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,7909,,377,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,375,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,68,Canteen,2100,15/01/19,6351-00001-0000,MILK FRESH,LTR,25,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6670,,41,Canteen,1764,4/12/2018,6351-00001-0000,MILK FRESH,LTR,30,7/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6574,,58,Canteen,1745,3/12/2018,6351-00001-0000,MILK FRESH,LTR,30,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,5355,,71,Canteen,1618,15/11/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6221,,59,Canteen,1609,15/11/18,6351-00001-0000,MILK FRESH,LTR,30,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5355,,72,Canteen,1618,15/11/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6053,,42,Canteen,1574,9/11/2018,6351-00001-0000,MILK FRESH,LTR,30,14/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,5442,,56,Canteen,1361,16/10/18,6351-00001-0000,MILK FRESH,LTR,35,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5442,,57,Canteen,1361,16/10/18,6351-00001-0000,MILK FRESH,LTR,35,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5396,,58,Canteen,1368,17/10/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5396,,56,Canteen,1368,17/10/18,6351-00001-0000,MILK FRESH,LTR,35,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,5234,,63,Canteen,1336,12/10/2018,6351-00001-0000,MILK FRESH,LTR,35,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,28727,,73,Canteen,6674,7/9/2023,6351-00002-0000,CHANA WHITE,KGs,15,3/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,68,Canteen,6453,5/6/2023,6351-00002-0000,CHANA WHITE,KGs,25,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,5964,,13,Canteen,1522,5/11/2018,6351-00002-0000,CHANA WHITE,KGs,150,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,7909,,248,Canteen,2221,18/03/19,6351-00004-0000,DAL MASSH,KGs,10,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,29022,,49,Canteen,6986,28/11/23,6351-00006-0000,SUGAR,KGs,50,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29186,,52,Canteen,6857,28/11/23,6351-00006-0000,SUGAR,KGs,50,27/10/23,,CASH PURCHASED FOR CANTEEN FROM 12-10-2023 TILL 17-10-2023. 
APPROVED,28727,,149,Canteen,6674,7/9/2023,6351-00007-0000,COOKING OIL,TIN,1,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,7909,,187,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,1,25/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,34,Canteen,2100,15/01/19,6351-00007-0000,COOKING OIL,TIN,6,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6843,,15,Canteen,2005,2/1/2019,6351-00007-0000,COOKING OIL,TIN,4,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6843,,19,Canteen,2005,2/1/2019,6351-00007-0000,COOKING OIL,TIN,20,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6843,,16,Canteen,2005,2/1/2019,6351-00007-0000,COOKING OIL,TIN,4,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6670,,25,Canteen,1764,4/12/2018,6351-00007-0000,COOKING OIL,TIN,4,7/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6450,,11,Canteen,1693,26/11/18,6351-00007-0000,COOKING OIL,TIN,30,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,5442,,42,Canteen,1361,16/10/18,6351-00007-0000,COOKING OIL,TIN,5,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,7497,,59,Canteen,2100,15/01/19,6351-00009-0000,TURMERIC (HALDI),KGs,5,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,29022,,18,Canteen,6986,28/11/23,6351-00010-0000,FLOUR,KGs,100,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29131,,31,Canteen,6884,28/11/23,6351-00010-0000,FLOUR,KGs,150,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,28727,,274,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,100,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,271,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,100,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,264,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,50,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,211,Canteen,6453,5/6/2023,6351-00010-0000,FLOUR,KGs,50,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,215,Canteen,6453,5/6/2023,6351-00010-0000,FLOUR,KGs,100,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,219,Canteen,6453,5/6/2023,6351-00010-0000,FLOUR,KGs,200,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,5520,,18,Canteen,1496,1/11/2018,6351-00010-0000,FLOUR,KGs,"1,250.00",26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,27852,,197,Canteen,6453,5/6/2023,6351-00011-0000,ESSENCE,BTL,2,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6450,,16,Canteen,1693,26/11/18,6351-00012-0000,CUSTARD,PKS,40,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,6717,,58,Canteen,1759,4/12/2018,6351-00013-0000,FENNEL (SONF),KGs,4,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,7909,,339,Canteen,2221,18/03/19,6351-00014-0000,JAWATRI,KGs,0.5,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6843,,44,Canteen,2005,2/1/2019,6351-00014-0000,JAWATRI,KGs,1,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6819,,44,Canteen,1845,11/12/2018,6351-00014-0000,JAWATRI,KGs,250,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6450,,38,Canteen,1693,26/11/18,6351-00016-0000,MATCH BOX,PKS,4,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,6186,,31,Canteen,1619,15/11/18,6351-00018-0000,DAL MOONG,KGs,100,19/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,6221,,38,Canteen,1609,15/11/18,6351-00018-0000,DAL MOONG,KGs,50,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6170,,37,Canteen,1576,9/11/2018,6351-00018-0000,DAL MOONG,KGs,60,16/11/18,,cash purchased for canteen from 16-oct-2018 to 22-oct-2018
APPROVED,5964,,25,Canteen,1522,5/11/2018,6351-00018-0000,DAL MOONG,KGs,100,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,6819,,27,Canteen,1845,11/12/2018,6351-00020-0000,DAL CHANA,KGs,50,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6843,,42,Canteen,2005,2/1/2019,6351-00021-0000,IMLI (TAMARIND),KGs,10,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6843,,41,Canteen,2005,2/1/2019,6351-00021-0000,IMLI (TAMARIND),KGs,1,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,7062,,75,Canteen,2006,2/1/2019,6351-00022-0000,TAIZ PAT,GMS,250,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,6558,,2,Canteen,1753,3/12/2018,6351-00024-0000,BIRYANI MASALA,PKS,6,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,5520,,27,Canteen,1496,1/11/2018,6351-00025-0000,RAISIN (KISHMISH),KGs,2,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,6819,,6,Canteen,1845,11/12/2018,6351-00026-0000,CARROT (GAAJAR),KGs,20,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,28727,,457,Canteen,6674,7/9/2023,6351-00028-0000,MILK POWDER (EVERY DAY),PKS,4,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,356,Canteen,6674,7/9/2023,6351-00030-0000,JAIFAL,KGs,0.25,22/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,5520,,13,Canteen,1496,1/11/2018,6351-00039-0000,DAL MASOOR SABUT,KGs,100,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,26766,,3,Canteen,6097,9/1/2023,6351-00040-0000,ALOOBUKHARA DRY,GMS,5,21/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,26435,,63,Canteen,6086,9/1/2023,6351-00042-0000,RED CHILLY CRUSHED,KGs,1.6,17/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,29458,,43,Canteen,6899,28/11/23,6351-00043-0000,TEA PACK (TAPAL),PKS,2,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,7909,,569,Canteen,2221,18/03/19,6351-00043-0000,TEA PACK (TAPAL),PKS,1,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,573,Canteen,2221,18/03/19,6351-00043-0000,TEA PACK (TAPAL),PKS,144,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,110,Canteen,2100,15/01/19,6351-00043-0000,TEA PACK (TAPAL),PKS,12,15/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,7062,,77,Canteen,2006,2/1/2019,6351-00043-0000,TEA PACK (TAPAL),PKS,12,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7495,,62,Canteen,2004,2/1/2019,6351-00043-0000,TEA PACK (TAPAL),PKS,4,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,5964,,62,Canteen,1522,5/11/2018,6351-00043-0000,TEA PACK (TAPAL),PKS,216,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,5396,,47,Canteen,1368,17/10/18,6351-00047-0000,FRENCH MAYONNAISE,PKS,2,19/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,7353,,2,Civil,1958,26/12/18,6105-00035-0000,"TAPE MASKING SIZE: 2""",DZN,6,27/12/18,,REQUIRED FOR PAINT WORK
APPROVED,,,3,,7248,26/01/24,3006-00051-0000,CALIBRATION CHARGES,JOB,2,6/2/2024,Atif Salam,"Calibration of BP Apparatus, Oxygen Cylinder Pressure gauge and flow meter"
APPROVED,,,3,Engineering (Common),7309,2/2/2024,3005-00008-0000,LABOUR CHARGES,JOB,1,6/2/2024,Atif Salam,REQUIRED FOR BOILER
APPROVED,,,1,Engineering (Common),7226,24/01/24,3005-00008-0000,LABOUR CHARGES,JOB,1,29/01/24,Atif Salam,REQUIRED FOR CIVIL WORK LAYING DIESEL PIPE LINE
APPROVED,,,1,Engineering (Common),7237,25/01/24,3005-00010-0000,LABOUR CHARGES WITH MATERIAL,JOB,1,30/01/24,Atif Salam,REQUIRED FOR REPLACEMENT GYPSUM FALSE CEILING WHOLE AREA DUE TO SEEPAGE EFFECTED CEMENT REPAIR WORK IN TABLET STAGING TO PYODINE MFG AREA
APPROVED,,,3,Engineering (Common),7124,11/1/2024,3005-00010-0000,LABOUR CHARGES WITH MATERIAL,JOB,1,16/01/24,Atif Salam,REQUIRED FOR INSTALLATION OF POWER PANELS AT PLOT 59-PANEL ROOM NAL PROJECT
APPROVED,,,1,Quality Control (Common),7270,30/01/24,3005-00014-0000,FREIGHT CHARGES,JOB,1,23/02/24,Mumtaz,For Standardization and Routine Testing
APPROVED,,,2,Engineering (Common),7273,30/01/24,3005-00014-0000,FREIGHT CHARGES,JOB,1,6/2/2024,Mumtaz,URGENTLY REQUIRED REPLACEMENT OF PART AT CMP MACHINE. PACKAGING DEPARTMENT
APPROVED,3314,,8,Warehouse,699,30/07/18,5413-00052-0000,SOLUTION 1/2 KG AGM,NOS,2,6/8/2018,,REQUIRED FOR WAREHOUSE WASHING AREA AND EXECUTIVE WASHROOM DUE TO NAL PROJECT.
APPROVED,7581,,1,Non Sterile - Semi Solid & Liquid (Common),2035,7/1/2019,6103-00024-0000,LOG BOOK,NOS,100,12/1/2019,,Equipment Cleaning and Utilization Log Book. Sample and content will be provided.
APPROVED,7600,,2,Admin Common,2054,7/1/2019,6201-00009-0000,ENGINE OIL,NOS,1,14/01/19,,Routine Washing Service & 5000km Inspection of Vehicle Honda City BFT-806 Mr. Waheed ul Haque(49127KM).
APPROVED,6734,,2,Admin Common,1762,4/12/2018,6201-00009-0000,ENGINE OIL,NOS,1,11/12/2018,,INSURANCE CLAIM OF VEHICLE SUZUKI SWIFT  BJP-143 Mr. AQEEL AHMED SOOMRO (32655KM).
APPROVED,5743,,1,Admin Common,1423,25/10/18,6201-00009-0000,ENGINE OIL,NOS,1,1/11/2018,,ARRANGED 5000 INSPECTION/SERVICE WORK OF ADMIN POOL TRUCK JZ-3732/JZ3910
APPROVED,5323,,3,Admin Common,1335,12/10/2018,6201-00009-0000,ENGINE OIL,NOS,1,18/10/18,,ROUTINE WASHING SERVICE & REPLACEMENT OF ENGINE OIL/AIR FILTER/OIL FILTER OF VEHICLE BFT-806 HONDA CITY MR. WAHEED UL HAQUE SAHAB  (44312KM).
APPROVED,975,,3,Admin Common,352,12/6/2018,6201-00009-0000,ENGINE OIL,NOS,2,11/6/2018,,ROUTINE SERVICE OF BROOKES VEHICLES 
APPROVED,8165,,70,Admin Common,2220,18/03/19,6202-00022-0000,OIL FILTER,NOS,1,22/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,7432,,2,Admin Common,1974,27/12/18,6202-00022-0000,OIL FILTER,NOS,1,3/1/2019,,Routine Washing Service & 5000km Inspection of Vehicle Honda City  BLD-366  Mr. Rafiullah khan (16500KM).
APPROVED,5743,,4,Admin Common,1423,25/10/18,6202-00022-0000,OIL FILTER,NOS,1,1/11/2018,,ARRANGED 5000 INSPECTION/SERVICE WORK OF ADMIN POOL TRUCK JZ-3732/JZ3910
APPROVED,6545,,1,Admin Common,1698,27/11/18,6202-00023-0000,AIR FILTER,NOS,1,4/12/2018,,ROUTINE WASHING SERVICE & 5000 KM INSPECTION OF VEHICLE BKB-693 HONDA CIVIC MR. SALMAN SHAD SAHAB  (28124KM).
APPROVED,1560,,1,Admin Common,450,26/06/18,6202-00023-0000,AIR FILTER,NOS,1,3/7/2018,,ARRANGED PARTS FOR BROOKES FLEET 
APPROVED,6614,,3,Civil,1740,3/12/2018,5224-00039-0000,SHEET S.S. 28 GUAGE,SFT,123,6/12/2018,,REQUIRED FOR SEPARATING AREA FOR A-40 ENCAPSULATION MACHINE
APPROVED,6077,,3,Civil,1559,9/11/2018,5224-00039-0000,SHEET S.S. 28 GUAGE,SFT,185,14/11/18,,REQUIRED FOR PVCL BUILDING BASEMENT WAREHOUSE FOR SEGREGATION
APPROVED,8964,,2,Q.C Lab (Analytical),2403,12/4/2019,5304-00121-0000,"GRILLES, DIFFUSERS ALUMINIUM POWDER COATED",SQI,100,19/04/19,,REQUIRED FOR Q.C LAB WASHING AREA EXHAUST
APPROVED,5234,,4,Canteen,1336,12/10/2018,6351-00072-0000,BEHARI MASALA,KGs,7,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,6450,,4,Canteen,1693,26/11/18,6351-00074-0000,BIRIYANI MASALA,KGs,15,30/11/18,,Arranged monthly grocery for the month of Nov-2018
APPROVED,28727,,28,Canteen,6674,7/9/2023,6351-00075-0000,BISCUIT,PKS,2,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,30,Canteen,6453,5/6/2023,6351-00075-0000,BISCUIT,PKS,1,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,29,Canteen,6453,5/6/2023,6351-00075-0000,BISCUIT,PKS,1,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26766,,6,Canteen,6097,9/1/2023,6351-00075-0000,BISCUIT,PKS,1,22/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,7909,,22,Canteen,2221,18/03/19,6351-00075-0000,BISCUIT,PKS,12,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6717,,2,Canteen,1759,4/12/2018,6351-00075-0000,BISCUIT,PKS,48,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,5355,,5,Canteen,1618,15/11/18,6351-00075-0000,BISCUIT,PKS,48,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5355,,4,Canteen,1618,15/11/18,6351-00075-0000,BISCUIT,PKS,12,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5442,,8,Canteen,1361,16/10/18,6351-00075-0000,BISCUIT,PKS,48,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5234,,5,Canteen,1336,12/10/2018,6351-00075-0000,BISCUIT,PKS,12,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,5234,,7,Canteen,1336,12/10/2018,6351-00075-0000,BISCUIT,PKS,48,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,29131,,9,Canteen,6884,28/11/23,6351-00076-0000,BLACK PEPER,KGs,0.5,17/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,7062,,4,Canteen,2006,2/1/2019,6351-00080-0000,BREAD,NOS,1,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,6717,,4,Canteen,1759,4/12/2018,6351-00080-0000,BREAD,NOS,18,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6717,,5,Canteen,1759,4/12/2018,6351-00080-0000,BREAD,NOS,18,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6186,,8,Canteen,1619,15/11/18,6351-00080-0000,BREAD,NOS,20,16/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,5992,,8,Canteen,1539,7/11/2018,6351-00080-0000,BREAD,NOS,20,12/11/2018,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,29219,,6,Canteen,6963,28/11/23,6351-00081-0000,BREAD CRUMBS,PKS,3,7/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,6717,,7,Canteen,1759,4/12/2018,6351-00084-0000,BUTTER,NOS,5,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6574,,8,Canteen,1745,3/12/2018,6351-00084-0000,BUTTER,NOS,4,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,5234,,13,Canteen,1336,12/10/2018,6351-00084-0000,BUTTER,NOS,5,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,27852,,61,Canteen,6453,5/6/2023,6351-00098-0000,CHANA BLACK (GRAM BLACK),KGs,18,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
